Rank,Team/User Name,School/Organization,Score
670,"The Compilers","R.H. King Academy",10585
671,"KERT","KyungPook National University",10560
672,"Ganesh_Bois","University of Maryland College Park",10560
673,"HTB Discord Team","Auburn University",10535
674,"h4n9u1","Chosun University",10535
675,"mia","N/A",10535
676,"BigTree-B","Kyoto University",10535
677,"mzfr","Inderprastha engineering college",10510
678,"Alchemystical","No school",10510
679,"thonking","King's College",10485
680,"cl0wnctf2018","Cl0wn University",10460
681,"I USE ARCH","Lisgar Collegiate Institute",10435
682,"affirmative_hacktion","Delhi Public School Rohini",10435
683,"jigterps","University of Maryland, Collegepark",10435
684,"TeamTTF","ENSIBS",10435
685,"OrangeBall","Brak",10410
686,"desTroy","Troy High School",10410
687,"Loopback","The University of Texas at Dallas",10410
688,"🔫bring back the gun emoji","SMS, Overland Park, KS",10385
689,"NEO-Hackerz","Stephen Lewis Secondary School",10385
690,"kaveenkk9","The Woodlands Secondary School",10385
691,"CAMEO","CAMEO",10385
692,"Penteract","Colegiul National Mihai Viteazul",10385
693,"samwise74","Homeschool",10385
694,"cbx","NTT",10385
695,"PSA","PSA",10360
696,"wasseypur_ke_launde","PhonePe",10360
697,"CDSI","UPHF",10335
698,"Karma","Life",10335
699,"JollyFrogs","The frog pond",10335
700,"alexpanaman","University of New South Wales",10335
701,"Moderately Large Titans","Union High School",10335
702,"cooki35","St. Pölten University of Applied Sciences",10335
703,"nooka","NTT",10335
704,"C311UL053","Montgomer Blair High School",10335
705,"FooBar","Chinese International School",10310
706,"FullyAutomatedGaySpaceCommunism","XIV LO im. S. Staszica",10285
707,"jjwile","Warwick High School",10285
708,"wünderkind","Binghamton",10260
709,"Omega","UC Berkeley",10260
710,"sad bois","Mission San Jose High School",10260
711,"TheFlagIsNotHere","France",10235
712,"Open Sorcery","Andover High School",10235
713,"Beef Eaters","Queen Elizabeth High School",10235
714,"PTIT.Freedom","PTIT",10235
715,"Curiosity United","Wayland High School",10235
716,"CCIS-ALIGN","Northeastern University",10235
717,"the_grand_foobar","Seneca Valley High School",10210
718,"h4ck3r01","2nd General Lyceum of Korydallos",10210
719,"TheScientists","LLNL",10185
720,"badman","University Politehnica of Bucharest",10185
721,"toro","ENSIIE",10185
722,"tatsumack","tatsumack",10135
723,"asalomi","Humanity, Earth",10135
724,"cestabrooks","Ledyard High School",10135
725,"egg","Troy High School",10110
726,"m0rris","Personal",10110
727,"k0kos","Nope",10110
728,"Mizutenzyo","paken",10110
729,"CTRL Phreaks","University of Maryland",10085
730,"Yung_Muney","SATEC@ W.A Porter C.I",10085
731,"Breadboard Eaters","TCD",10060
732,"FWEASD","NTU",10060
733,"systemctl","NTNU",10060
734,"Ugandan Web Force","HSE Lyceum",10060
735,"BGN","TIT",10035
736,"CyberSpace Force","Bergen County Academies",10035
737,"CrippledCoder","USAF",10010
738,"YAGAMI","Undergrade",10010
739,"SyuTakayama","Tokyo Insutitute of Technology",9985
740,"n0timpressed","United States Military Academy",9960
741,"rsumi","Secret",9935
742,"Kółko Ekonomiczne Judasz","University of Warsaw",9935
743,"The JareBares","TJHSST",9935
744,"schtove","Individual",9935
745,"kil","Other",9910
746,"Princeton","Princeton High School",9910
747,"chanchacha","Virginia Tech",9885
748,"Iamln","Óbuda University",9885
749,"LordFifth","The Manchester Grammar School",9885
750,"Team HO","ENSIBS",9885
751,"Jolly Roger Insecurity","University of New Orleans",9885
752,"Team Team CyberTeam","Blue Springs South High School",9860
753,"bronson113","Kaohsiung senior high school",9835
754,"C0wb0yzFr0mH3x","University of Milan",9835
755,"Phil Swift's Bucket o' Damage","University College School",9835
756,"SupplyAndDemand","Hun School of Princeton",9810
757,"BlundersPride","Birla Institute of Technology, Mesra",9810
758,"carmel","Carmel High School",9785
759,"1stlove","Northeastern University, MA",9785
760,"miltonJVteacher","Jean Vanier",9785
761,"2b||!2b","St. Andrew's College",9785
762,"ctfnoob","non",9785
763,"insecure","NIT, Nara",9760
764,"quanghoa27061998","DTU",9760
765,"rml","None",9735
766,"andrewChang","SAS",9735
767,"lhspz","Lexington High School",9735
768,"Cypher 6","satec",9735
769,"Big_Feet","University of Texas at Austin",9735
770,"raihanrms","Eastern University",9710
771,"gaymers","shrek academy",9685
772,"JAF","Heart Lake Secondary Schoo;",9685
773,"neverknowsbest","SSS",9685
774,"Difference Engine","George Mason University",9685
775,"algorist","Johns Hopkins",9685
776,"Bangsiri","YESS",9685
777,"<!-- Presto -->","Yeungnam University College",9685
778,"nyaoda","nyao",9660
779,"SLUH Hack Club","St. Louis University High",9635
780,"33e3393c59bed4a77cb2d2ec2cd80e13","okewfweewrwer",9635
781,"dethaldox","ICMC-USP",9635
782,"The_Deep_Pandas","Clear Springs High School",9635
783,"kumagi","NTT",9610
784,"on3m4ns4rmy","0n3m4ns4rmy",9600
785,"Beta_securiteam","Danciger",9585
786,"Ginkgo","FZKJ",9585
787,"nullloverride","CCSF",9585
788,"Silver Dolphins","Langley High School",9585
789,"ElmasM","South Tech",9585
790,"slmk","Warsaw University of Technology",9585
791,"wizard","Kelso High School",9535
792,"snuffleupagus","U.S. Military",9535
793,"MeowMeow","FCU",9535
794,"TimmyBoy","Individual, none of the above",9510
795,"tripleTH","Seneca",9510
796,"failedcoders","UCL",9510
797,"#MongolianEmpire","MUST",9510
798,"kwonl-personal","Seoul National University",9485
799,"F3G5","WAS Bootcamp",9485
800,"bartolinciu","KLO, Zabrze",9485
801,"Algonquin 1","Algonquin Regional High School",9485
802,"www.SmashTheStack.org","RandomOrg",9485
803,"Etip3ch","Epitech ",9485
804,"rmaxwell","University of Central Oklahoma",9460
805,"JV Team One","Jean Vanier Catholic Secondary School",9460
806,"Hurjapäät","Tampere Univerity of Applied Sciences",9435
807,"walawalawee bom bom","who cares, you?",9435
808,"Cool Guys","Chinguacousy Seconddary School, Brampton, ON",9435
809,"BoRa9","Home",9435
810,"AdrenSys","Ukraine",9410
811,"d678p18","University of Pittsburgh",9410
812,"TessierCrashpool","TessierCrashpool",9385
813,"hchs","National Central University",9385
814,"DeepLearners","ENSIIE , Evry",9385
815,"Incompetentening","Links Academy",9360
816,"IndAus","Hierank Business School",9360
817,"HiddenPlayer","VUB",9335
818,"ninjaferret","Atkins",9335
819,"ROOTERS","USICT",9335
820,"Calvin Math God","Case Western Reserve University",9335
821,"ap99","None",9335
822,"conbocuoi","HCMUT",9310
823,"elevenchars","The University of Texas at Dallas",9310
824,"TEAM_RED","Smichovska stredni prumyslova skola (SSPS)",9310
825,"synch","Cardiff",9285
826,"4rr4y","nil",9285
827,"The Digital Divas","Hebron High School",9285
828,"jsouto18","FCUP",9260
829,"press f","Montgomery Blair HS",9235
830,"KoiPong","fs0ciety",9235
831,"1A2","UAS Niederrhein",9235
832,"Andover Computer Science Club 1","Andover High School",9235
833,"luminer","West Texas A&M",9235
834,"The Hanlonators","Walter Johnson High School",9235
835,"Clark Chargers","Ed W Clark High School",9210
836,"xxx","Tel",9210
837,"Bot Camp","Woburn CI",9185
838,"huluwa","Pittsburgh,PA",9185
839,"WOOOOONG","Yeongnam",9185
840,"python","AY Jackson Secondary School",9185
841,"mitv","NTUST",9160
842,"thebestpennstate","Pennsylvania State University",9160
843,"0w1","University of abc",9135
844,"Butter museum","Acme",9135
845,"nlove","UQAM",9135
846,"kubozz","uiy",9135
847,"ExoRyu","EPFL",9135
848,"GGyul","Soongin middle school",9135
849,"dvilmo","Royal Holloway",9135
850,"OooO0oooOOOoooOO0oOOO0OOo00O0O0oo0OOoO0o","Mission San Jose High School",9110
851,"C04cund4S-BR","Instituto Militar de Engenharia",9110
852,"Nerdz_Rule","T.H.Rogers School",9110
853,"M9DT","Richmond Hill High School",9085
854,"bananatree","Dunman High School",9085
855,"xradius","herriman high school",9085
856,"<3 Shrek Forever <3","American International School",9085
857,"tq2","tq2",9085
858,"ramambar","None",9085
859,"teriderp","University of Texas at Dallas",9085
860,"vano144","NRNU MEPHI",9085
861,"FailedTeam","school",9060
862,"M1doriya","IIITA",9035
863,"tj csc","TJHSST",9035
864,"StempelMax","HSH",9035
865,"MKABC","BKHN",9035
866,"mzr","uwr",9035
867,"thvdburgt","Radboud University",9035
868,"This is how geeks party","kek, LA",8985
869,"Platzhalter","Cherry Creek High School",8985
870,"BugPredators","Lovely Professional University",8985
871,"edf","University of Washington",8985
872,"akamac","Example School",8960
873,"N00b4life","APT Tartan",8960
874,"toffoli","John Polanyi CI",8960
875,"CodeToads","NIT Karnataka",8935
876,"MonuTeam3","Monash University",8935
877,"m0nk3y","Home",8935
878,"The Juice Clan","Oak Creek High School",8935
879,"uwpeople","University of Washington",8935
880,"DarkPencil","JJpencil",8935
881,"vulnhub-ctf","vulnhub-ctf",8935
882,"The Flying Squirrels","Glebe Collegiate Institute",8935
883,"opc","UiT The Arctic University",8910
884,"SMERD","Grandview High School",8910
885,"notaflag","Hamilton Southeastern High School",8910
886,"Whoops","Anime",8885
887,"r00tz","Eeu",8885
888,"SASAS","Satec@W.A Porter",8885
889,"nc20213","Assurance Learning Academy",8885
890,"lolteam","MEPHI",8885
891,"rywgar","UFC",8860
892,"JohnPwnJones_1","USNA",8860
893,"Team137FromMHS","McKinney High School",8860
894,"Pwsec","Internet",8835
895,"IsetComienss","Iset'com",8835
896,"Raving Crabs","The Ohio State University",8835
897,"Arachnids","Ethical Hackers Club",8835
898,"Insanity","Zespół Szkół Ogólnokształcących",8835
899,"zlabois","Tobb ETU",8835
900,"%00Byte","Yarmouk University",8810
901,"Hash Slinging Hackers 4","California Polytechnic State University",8785
902,"hacky","Hacking-Lab",8785
903,"SomeFEHnerds","Crescent School",8785
904,"M9:1","Maisonneuve",8785
905,"JOS","Joongbu",8785
906,"CONFUOCO","Langley Highschool",8785
907,"pay1oad","Gachon Univ.",8760
908,"ctnguyenvn","KMA",8735
909,"Sko Knights","Fossil Ridge, Fort Collins, CO",8735
910,"CyGoats ","n/a",8735
911,"weNeedATeamName","Deep Run High School, Henrico, VA",8735
912,"Code Cadets Alpha","Canberra Grammar School",8710
913,"dannyboykim123","john polanyi",8710
914,"Sasuke","PSA",8660
915,"jlorenz","University of Alberta",8660
916,"jnh","FKIE",8635
917,"BDSM Digital","Freelance",8635
918,"powerful americans","FSU, FL",8635
919,"juko","1337 Krew",8635
920,"Natfly99","New Rochelle High school",8635
921,"pretendingwecanhack","Wayzata High School",8610
922,"OH_Hacking","Oakwood School, Morgan Hill, CA",8610
923,"imesec2","Universidade de São Paulo - USP",8610
924,"Can'tHack","Old Scona Academic High School",8610
925,"PizzaCrusaders","Westmount Charter School",8585
926,"Lil Trash Pandas","Express Scripts",8585
927,"Taraxacum","Shanghai Jiao Tong Univ",8585
928,"#BeReady","N/A",8560
929,"esketit","Thomas Jefferson High School",8560
930,"h3ll0fri3nd","EMMA",8560
931,"Nemesis","S.P.I.T",8535
932,"BroCTF","BroCTF",8535
933,"jeje","Freelance",8535
934,"AlbSociety","HS-Albsig",8535
935,"Alcatraz","N/A",8525
936,"LeFevre","GEI",8485
937,"nsore","xxxxx",8485
938,"bobpaw","LASA, Austin, TX",8485
939,"Harel","None",8485
940,"Para.dox","CAMS",8485
941,"itcrowd","UPC",8485
942,"Spyke","NSU, Novosibirsk",8485
943,"ajadbjab","CNX",8475
944,"dotboris","---",8460
945,"choi","RIT",8460
946,"The Noodles","Union County Magnet High School",8460
947,"PHgang","UFC",8435
948,"rawr","UC Berkeley",8435
949,"Notbob","N/A",8435
950,"paranoidandroid","National Taiwan University",8435
951,"midnsteffey","Centurion Battalion",8435
952,"kevin1kevin1k","National Taiwan University",8435
953,"The Internet Explorerers","Cisco",8410
954,"edomora97","Politecnico di Milano",8410
955,"SmarticleParticles","Green Hope High School",8410
956,"The Drexel Shaft","Drexel University",8410
957,"Addepar: The Legend of Quora","Not in school",8410
958,"vanhelsing","MCGILL",8410
959,"Schweppes Lemon","ENSIIE",8410
960,"Hoernchen","FH St.Pölten",8385
961,"CaptainCyber","Cy-Creek",8385
962,"ctf pupil","Guangzhou University",8385
963,"Meu deus","UFMG",8385
964,"christopherb06","University of Maryland, College Park, MD",8385
965,"Alwinfy","Westwood High School",8385
966,"pr0ph3t","United States Military Academy",8385
967,"dxxWARLOCKxxb","MEPHI",8385
968,"DaddyNullPointers","University of Utah",8385
969,"NCCB2","Meiji",8385
970,"Whomst","None",8385
971,"s0l0b0y","PA PAA",8360
972,"FPT University Danang","FPT University, Danang",8335
973,"_daft","James I. O'Neill",8335
974,"thehob","Ichthuslyceum",8335
975,"Xzsye8BP","n/a",8335
976,"dingoarchitech","Massachusetts Institute of Technology",8335
977,"sudohack","IIT Dhanbad",8335
978,"PatesBoloCTF","ENSIBS",8310
979,"shubhs97","IIT Roorkee",8310
980,"Pasta Mastas","Canterbury High School, Ottawa, Ontario",8310
981,"OwO","Trinity",8285
982,"WanderingWebWeavers","ISEN",8285
983,"mife1560","asd",8285
984,"shadofren","Nanyang Technological University",8285
985,"aero17","UNSW",8285
986,"joeyjon123","Cupertino High School",8285
987,"mwschmitt1","Paideia",8285
988,"ExplicitlyDenied","iSecured",8285
989,"MrKoo","Work",8285
990,"T1Googal","ICHC",8285
991,"sin9yt","l0n3w0lf",8260
992,"Soteria","Mission San Jose High School",8260
993,"Niwot 1","Niwot High School",8260
994,"Estevam.","Universidade de São Paulo",8235
995,"Maro","SNU",8235
996,"Domdrew","University of Wollongong",8235
997,"codeby.net","Pitsburg",8235
998,"jacob","Australian Science and Mathematics School",8235
999,"PC Programming Team","Panther Creek High School",8235
1000,"elGumso","elGumso Tech",8235
1001,"No_name_team","CSI-JEAN",8235
1002,"A bunch of","Countryside High School",8235
1003,"Starclash","Countryside High School, Clearwater, Fl",8235
1004,"hyOm2n","Sunrin Internet High School",8210
1005,"Virtual Ghetto","None would claim me",8210
1006,"KdRay","Northern Wells Community Schools",8185
1007,"Sogelink","N/A",8185
1008,"unchi","fuwafuwa",8185
1009,"isictf","yooooo",8185
1010,"BlackGoat","UET",8185
1011,"erichooi","UTM ",8185
1012,"Les Bigoudis","Cegep St-Jean-sur-Richelieu",8185
1013,"Ascope","Unilim",8160
1014,"0Shi0hShi","IPA",8135
1015,"mikuroda4402","DaYeh university",8135
1016,"m13mp18","Self employed",8135
1017,"EatBabiesWholesale","Colorado State University",8110
1018,"Desmond","Tenaten",8110
1019,"Grylxcdevs","Canisius High School",8085
1020,"Raidake","Other",8085
1021,"knapking98","The University of Texas at Arlington",8085
1022,"h4zey","hazey",8085
1023,"69cianiggers","Aaaaa",8085
1024,"Moss","Troy Athens High School, Troy, MI",8085
1025,"Will Hack for Food","Cerritos High School",8085
1026,"gooddogcarl","Blacksburg High School",8085
1027,"Zucc113","Ygnacio Valley High School",8085
1028,"The AD Objects","Countryside High School",8085
1029,"Honduras Smash","Grafton High School",8085
1030,"wctf","N/A",8060
1031,"AttackHelicopterAnonymous","Rollins College",8060
1032,"t0thkr1s","Eszterházy Károly, Eger, HU",8060
1033,"一个人的武林","重庆工程职业技术学院",8060
1034,"↾Sad Mavericks⇃","The Nueva School",8060
1035,"cubist","postech",8060
1036,"mdotstacey","City College of San Francisco",8060
1037,"gr33nc0l1bry","jgarcia",8060
1038,"eLEMONators","University of Washington",8035
1039,"Skybulk","UPSIN",8035
1040,"3thic@lH@ck3rs","UWCSEA",8035
1041,"Goodbye, world!","Amrita Vidyalayam",8035
1042,"Eavesdroppers","IPU",8035
1043,"hackudos","UFLA",8035
1044,"CERE","Lorne Park Secondary School",8035
1045,"micromiuu","nanashi",8035
1046,"PotatoFamine","Poolesville High School",8010
1047,"404_team_name_not_found","Washington High School",8010
1048,"Roll the Treats","SCI",7985
1049,"Salicorne","INSA Rennes",7985
1050,"동현이의하루","영남이공대학교",7985
1051,"women of color :)","TJHSST",7960
1052,"reallifechibi","N/A",7960
1053,"OSS CSUF","California State University, Fullerton",7960
1054,"GodyrGang","Leaside High School",7960
1055,"Cortex","UCL",7935
1056,"Lakeview picoCTF","Lakeview Academy",7935
1057,"skat","Los Amigos High School",7935
1058,"eth0","Cedar Park High School",7910
1059,"securerodd","UCSB",7910
1060,"nikpate","The Nueva School",7910
1061,"PetirCySec","Bunis University",7910
1062,"him11tm","Oracle",7910
1063,"Rayna1","H school",7910
1064,"mule","wpvaud",7885
1065,"eilvsdjknx","None",7885
1066,"R0zeChan","CNU",7885
1067,"SAD team","TJHSST",7885
1068,"Hello World","Warwick School District",7885
1069,"0oo0","OsoX",7885
1070,"SwoodSeniors","Sandalwood Heights Secondary School",7885
1071,"Saturn","NRNU MEPhi",7860
1072,"ECU1","ECU",7835
1073,"Code Breakers","Monta Vista High",7835
1074,"copex","justLearning",7835
1075,"soni","Kharkiv National University of Radioelectronics ",7835
1076,"ACESMCACESFACE","University of Maryland",7810
1077,"Magic_Box","020",7810
1078,"Math.cheese()","mckinney high school",7810
1079,"CANT","Bergen County Academies",7785
1080,"face1355potato","None",7785
1081,"ion","lulz",7785
1082,"MuchoDinero","Nixu",7785
1083,"CyberYoddha","Thomas S. Hart Middle School",7785
1084,"TRUFFLEHUNTERS","Charlottesville High School",7785
1085,"Java, Indonesia-Views, Pythons and the C","Carnegie Mellon University",7760
1086,"ooasdpfo","abc",7760
1087,"Amnestia","Bina Nusantara University",7760
1088,"468","PolyU",7760
1089,"Baotd","UIT",7760
1090,"D1R3CT0R","J.P.C.I",7760
1091,"The Fellas","Gunn High School",7735
1092,"POPIPO","Princeton High School",7735
1093,"ingeboy","uio",7735
1094,"0xn00b","Un-iversity",7735
1095,"Narror","ENSIBS",7735
1096,"tungto2006","FPT University",7735
1097,"Muffin","Mckinney High School",7735
1098,"BENIS :D","MEMELAND",7725
1099,"1qaz2wsx","NCTU",7710
1100,"Ministry_Of_Silly_Hacks","Sense Of Security",7710
1101,"nacknick","JCT",7710
1102,"Pedram","University of Maryland, College Park",7710
1103,"Y0u_have_b33n_pwned","SpbSUT, Saint-Petersburg",7710
1104,"Psodo","University",7710
1105,"rail","UTM",7710
1106,"mhubeen","Kongju univ.",7710
1107,"lbrommer","Houston High School",7685
1108,"Pwn Leak","Pwn Leak",7660
1109,"sjoerdherxen","Windesheim",7660
